Year,STUDENT_LEVEL,Country,location,Capital City
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2015,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2016,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2018,UG,China,"[116.20E,39.55N]",Beijing
2017,UG,Colombia,"[74.00W,04.34N]",Bogotá
2015,UG,Colombia,"[74.00W,04.34N]",Bogotá
2016,UG,Colombia,"[74.00W,04.34N]",Bogotá
2018,UG,Colombia,"[74.00W,04.34N]",Bogotá
2018,UG,Colombia,"[74.00W,04.34N]",Bogotá
2018,UG,Congo,"[15.12E,04.09S]",Brazzaville
2018,UG,Costa Rica,"[84.02W,09.55N]",San José
2017,UG,Costa Rica,"[84.02W,09.55N]",San José
2018,UG,Cyprus,"[33.25E,35.10N]",Lefkosia (Nicosia)
2016,UG,Ecuador,"[78.35W,00.15S]",Quito
2015,UG,Ecuador,"[78.35W,00.15S]",Quito
2015,UG,Ecuador,"[78.35W,00.15S]",Quito
2017,UG,Ecuador,"[78.35W,00.15S]",Quito
2018,UG,Egypt,"[31.14E,30.01N]",Al-Qahirah (Cairo)
2018,UG,Egypt,"[31.14E,30.01N]",Al-Qahirah (Cairo)
2018,UG,Egypt,"[31.14E,30.01N]",Al-Qahirah (Cairo)
2016,UG,Egypt,"[31.14E,30.01N]",Al-Qahirah (Cairo)
2015,UG,Egypt,"[31.14E,30.01N]",Al-Qahirah (Cairo)
2017,UG,Egypt,"[31.14E,30.01N]",Al-Qahirah (Cairo)
2018,UG,El Salvador,"[89.10W,13.40N]",San Salvador
2018,UG,Georgia,"[44.50E,41.43N]",Tbilisi
2017,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2015,UG,Germany,"[13.25E,52.30N]",Berlin
2018,UG,Germany,"[13.25E,52.30N]",Berlin
2018,UG,Germany,"[13.25E,52.30N]",Berlin
2017,UG,Germany,"[13.25E,52.30N]",Berlin
2017,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2015,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2018,UG,Germany,"[13.25E,52.30N]",Berlin
2018,UG,Germany,"[13.25E,52.30N]",Berlin
2016,UG,Germany,"[13.25E,52.30N]",Berlin
2018,UG,Ghana,"[00.06W,05.35N]",Accra
2018,UG,Ghana,"[00.06W,05.35N]",Accra
2015,UG,Ghana,"[00.06W,05.35N]",Accra
2018,UG,Guatemala,"[90.22W,14.40N]",Ciudad de Guatemala (Guatemala City)
2018,UG,Guatemala,"[90.22W,14.40N]",Ciudad de Guatemala (Guatemala City)
2018,UG,Honduras,"[87.14W,14.05N]",Tegucigalpa
2018,UG,Honduras,"[87.14W,14.05N]",Tegucigalpa
2017,UG,Honduras,"[87.14W,14.05N]",Tegucigalpa
2018,UG,Hungary,"[19.05E,47.29N]",Budapest
2017,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2016,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2018,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
2015,UG,India,"[77.13E,28.37N]",Delhi
2017,UG,India,"[77.13E,28.37N]",Delhi
